,title,release_date,production_budget,domestic_gross,worldwide_gross,genre,story_source,creative_type,production_method,production_company,MPAA_Rating,runtime,opening_theater_count,max_theater_count,avg_run_per_theater,actors,directors
558,Shutter Island,"Feb 19, 2010","$80,000,000","$128,012,934","$299,461,782",Thriller/Suspense,Based on Fiction Book/Short Story,Historical Fiction,Live Action,Phoenix Pictures,All Time Domestic Box Office for R Movies,138 minutes,"2,991","2,991",6.5 weeks,Leonardo DiCaprio,Martin Scorsese
559,Something's Gotta Give,"Dec 12, 2003","$80,000,000","$124,685,242","$266,685,242",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,Columbia Pictures,PG-13,123 minutes,"2,677","2,677",8.7 weeks,Jack Nicholson | Diane Keaton | Keanu Reeves | Amanda Peet,Nancy Meyers
560,Four Christmases,"Nov 26, 2008","$80,000,000","$120,146,040","$168,311,558",All Time Domestic Box Office for Comedy Movies,Original Screenplay,Contemporary Fiction,Live Action,Spyglass Entertainment,PG-13,88 minutes,"3,310","3,310",5.7 weeks,,
561,Face/Off,"Jun 27, 1997","$80,000,000","$112,276,146","$241,200,000",Action,Original Screenplay,Contemporary Fiction,Live Action,Douglas/Reuther,All Time Domestic Box Office for R Movies (Rank 101-200),140 minutes,"2,621","2,621",7.9 weeks,,
562,Bedtime Stories,"Dec 25, 2008","$80,000,000","$110,101,975","$221,468,935",Adventure,Original Screenplay,Fantasy,Live Action,Walt Disney Pictures,PG,99 minutes,"3,681","3,681",4.6 weeks,Adam Sandler | Keri Russell,Adam Shankman
563,Road to Perdition,"Jul 12, 2002","$80,000,000","$104,054,514","$183,354,514",Drama,Based on Comic/Graphic Novel,Historical Fiction,Live Action,DreamWorks Pictures,All Time Domestic Box Office for R Movies (Rank 101-200),116 minutes,"1,797","1,797",8.8 weeks,,
564,Just Go With It,"Feb 11, 2011","$80,000,000","$103,028,109","$214,974,953",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,Columbia Pictures,PG-13,115 minutes,"3,548","3,548",5.8 weeks,Adam Sandler | Jennifer Aniston,Dennis Dugan
565,Daredevil,"Feb 14, 2003","$80,000,000","$102,543,518","$182,782,518",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,Regency Enterprises,PG-13,125 minutes,"3,471","3,471",5.5 weeks,,
566,Eagle Eye,"Sep 26, 2008","$80,000,000","$101,440,743","$180,585,259",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,DreamWorks Pictures,PG-13,117 minutes,"3,510","3,510",6.5 weeks,Shia LaBeouf | Michelle Monaghan,D.J. Caruso
567,Con Air,"Jun 6, 1997","$80,000,000","$101,117,573","$224,117,573",Action,Original Screenplay,Contemporary Fiction,Live Action,Touchstone Pictures,All Time Domestic Box Office for R Movies (Rank 101-200),115 minutes,"2,824","2,824",7.1 weeks,,
568,Yogi Bear,"Dec 17, 2010","$80,000,000","$100,246,011","$204,774,690",Adventure,Based on TV,Kids Fiction,Animation/Live Action,Sunswept Entertainment,PG,80 minutes,"3,515","3,515",7.6 weeks,Dan Aykroyd | Justin Timberlake,Eric Brevig
569,Cold Mountain,"Dec 25, 2003","$80,000,000","$95,632,614","$165,173,909",Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,Mirage Enterprises,All Time Domestic Box Office for R Movies (Rank 101-200),147 minutes,"2,163","2,163",8.3 weeks,,
570,The Book of Eli,"Jan 15, 2010","$80,000,000","$94,835,059","$158,750,817",Action,Original Screenplay,Science Fiction,Live Action,Alcon Entertainment,All Time Domestic Box Office for R Movies (Rank 101-200),118 minutes,"3,111","3,111",5.8 weeks,Denzel Washington,Albert Hughes | Allen Hughes
571,Flubber,"Nov 26, 1997","$80,000,000","$92,993,801","$177,993,801",All Time Domestic Box Office for Comedy Movies (Rank 101-200),All Time Domestic Box Office for Remake Movies,Kids Fiction,Live Action,Walt Disney Pictures,PG,94 minutes,"2,641","2,641",8.7 weeks,,
572,The Haunting,"Jul 23, 1999","$80,000,000","$91,188,905","$180,188,905",Horror,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Roth/Arnold,PG-13,114 minutes,"2,808","2,808",5.6 weeks,,
573,Space Jam,"Nov 15, 1996","$80,000,000","$90,463,534","$250,200,000",Adventure,Original Screenplay,Kids Fiction,Animation/Live Action,,PG,88 minutes,"2,650","2,650",8.6 weeks,,
574,Fury,"Oct 17, 2014","$80,000,000","$85,817,906","$210,315,681",Drama,Original Screenplay,Historical Fiction,Live Action,QED International,All Time Domestic Box Office for R Movies (Rank 201-300),134 minutes,"3,173","3,173",6.1 weeks,Brad Pitt | Shia LaBeouf | Logan Lerman | Michael PeÃ±a | Jon Bernthal,David Ayer
575,Smallfoot,"Sep 21, 2018","$80,000,000","$83,240,103","$213,686,569",Adventure,Based on Fiction Book/Short Story,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies (Rank 101-200),Zaftig Films,PG,96 minutes,"4,131","4,131",5.6 weeks,Channing Tatum | James Corden | Zendaya | Common | LeBron James | Danny DeVito | Gina Rodriguez | Jimmy Tatro,Karey Kirkpatrick
576,The Pink Panther,"Feb 10, 2006","$80,000,000","$82,226,474","$158,926,474",Adventure,,Historical Fiction,Live Action,,PG,93 minutes,"3,477","3,477",5.8 weeks,,
577,Zookeeper,"Jul 8, 2011","$80,000,000","$80,360,866","$170,805,525",Romantic Comedy,Original Screenplay,Fantasy,Animation/Live Action,Columbia Pictures,PG,101 minutes,"3,482","3,482",5.1 weeks,Kevin James,Frank Coraci
578,The Day the Earth Stood Still,"Dec 12, 2008","$80,000,000","$79,366,978","$237,370,350",Adventure,All Time Domestic Box Office for Remake Movies,Science Fiction,Live Action,20th Century Fox,PG-13,103 minutes,"3,560","3,560",4.1 weeks,,
579,Conspiracy Theory,"Aug 8, 1997","$80,000,000","$76,118,990","$142,783,718",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,Silver Pictures,All Time Domestic Box Office for R Movies (Rank 201-300),,"2,806","2,806",7.3 weeks,,
580,"Six Days, Seven Nights","Jun 12, 1998","$80,000,000","$74,339,294","$164,800,000",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,,"2,550","2,550",7.0 weeks,,
581,Spirit: Stallion of the Cimarron,"May 24, 2002","$80,000,000","$73,215,310","$106,515,310",Adventure,Original Screenplay,Kids Fiction,Hand Animation,DreamWorks Animation,G,84 minutes,"3,317","3,317",5.4 weeks,,
582,Swordfish,"Jun 8, 2001","$80,000,000","$69,772,969","$147,080,413",Action,Original Screenplay,Contemporary Fiction,Live Action,Warner Bros.,All Time Domestic Box Office for R Movies (Rank 301-400),97 minutes,"2,678","2,678",5.3 weeks,,
583,Fantasia 2000 (Theatrical Release),"Dec 31, 1999","$80,000,000","$69,610,858","$69,618,634",Musical,Compilation,Fantasy,Hand Animation,Walt Disney Animation Studios,G,75 minutes,54,54,5.1 weeks,,
584,Lost In Space,"Apr 3, 1998","$80,000,000","$69,117,629","$136,047,317",Adventure,Based on TV,Science Fiction,Live Action,New Line Cinema,PG-13,130 minutes,"3,306","3,306",6.5 weeks,,
585,The Manchurian Candidate,"Jul 30, 2004","$80,000,000","$65,948,711","$96,148,711",Thriller/Suspense,All Time Domestic Box Office for Remake Movies,Historical Fiction,Live Action,Scott Rudin Productions,All Time Domestic Box Office for R Movies (Rank 301-400),130 minutes,"2,867","2,867",5.4 weeks,,
586,DÃ©jÃ  Vu,"Nov 22, 2006","$80,000,000","$64,038,616","$181,038,616",Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,Touchstone Pictures,PG-13,126 minutes,"3,108","3,108",4.6 weeks,,
587,Bewitched,"Jun 24, 2005","$80,000,000","$63,313,159","$131,159,306",All Time Domestic Box Office for Comedy Movies (Rank 201-300),Based on TV,Fantasy,Live Action,Columbia Pictures,PG-13,98 minutes,"3,174","3,174",4.4 weeks,,
588,The Time Machine,"Mar 8, 2002","$80,000,000","$56,684,819","$98,983,590",Adventure,Based on Fiction Book/Short Story,Science Fiction,Live Action,,PG-13,96 minutes,"2,944","2,944",4.4 weeks,,
589,What Dreams May Come,"Oct 2, 1998","$80,000,000","$55,485,043","$71,485,043",Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,,PG-13,113 minutes,"2,526","2,526",6.1 weeks,,
590,Mighty Joe Young,"Dec 25, 1998","$80,000,000","$50,632,037","$50,632,037",Adventure,All Time Domestic Box Office for Remake Movies,Science Fiction,Live Action,,PG,,"2,502","2,502",7.2 weeks,,
591,Ad Astra,"Sep 19, 2019","$80,000,000","$50,178,350","$124,256,215",Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,Regency Enterprises,PG-13,124 minutes,"3,460","3,460",3.8 weeks,Brad Pitt,James Gray
592,The Legend of Zorro,"Oct 28, 2005","$80,000,000","$45,575,336","$141,475,336",Adventure,All Time Domestic Box Office for Remake Movies (Rank 101-200),Historical Fiction,Live Action,Columbia Pictures,PG,126 minutes,"3,520","3,520",4.0 weeks,,
